"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Rüdesheim am Rhein","Hessen","Rüdesheim am Rhein, Hessen","(HE)",6.2,7.45,3.8643625,0,3.2
"Dießen am Ammersee","Bayern","Dießen am Ammersee, Bayern","(BY)",6.1,4.45,3.23546111111111,0,4.3
"Halle an der Saale","Sachsen-Anhalt","Halle an der Saale, Sachsen-Anhalt","(ST)",6.5,5.75,1.64685694444444,0,0.7
"Schluchsee","Baden-Württemberg","Schluchsee, Baden-Württemberg","(BW)",4,2,2.61255,0,8.5
"Darmstadt","Hessen","Darmstadt, Hessen","(HE)",6.5,7.75,4.32064444444444,0,1.9
"Saarbrücken","Saarland","Saarbrücken, Saarland","(SL)",5,8,4.27430138888889,0,2.6
"Rosenheim","Bayern","Rosenheim, Bayern","(BY)",6.1,3.8,4.15872361111111,1,8.7
"Celle","Niedersachsen","Celle, Niedersachsen","(NI)",6.3,5.15,2.27933055555556,0,2
"Speyer","Rheinland-Pfalz","Speyer, Rheinland-Pfalz","(RP)",6.7,8.85,5.52814583333333,0,3
"Traben-Trarbach","Rheinland-Pfalz","Traben-Trarbach, Rheinland-Pfalz","(RP)",5.5,4.4,0,0,2.6
"Horumersiel","Niedersachsen","Horumersiel, Niedersachsen","(NI)",6.8,4.1,5.97912083333333,0,2
"Bad Kissingen","Bayern","Bad Kissingen, Bayern","(BY)",5.5,6.35,2.22953611111111,0,4.9
"Bodenmais","Bayern","Bodenmais, Bayern","(BY)",5,1.25,0.342618055555556,0,7.6
"Braunlage","Niedersachsen","Braunlage, Niedersachsen","(NI)",5.4,2.55,0.867536111111111,0,3.6
"Herrsching am Ammersee","Bayern","Herrsching am Ammersee, Bayern","(BY)",6.1,4.45,3.23546111111111,0,4.3
"Kempten (Allgäu)","Bayern","Kempten (Allgäu), Bayern","(BY)",5.1,3.75,2.52500972222222,0,7.4
"Wyk auf Föhr","Schleswig-Holstein","Wyk auf Föhr, Schleswig-Holstein","(SH)",7,3.85,5.26945833333333,0,0.6
"Wuppertal","Nordrhein-Westfalen","Wuppertal, Nordrhein-Westfalen","(NW)",5.9,1.75,3.69545138888889,0,2.5
"Leiwen","Rheinland-Pfalz","Leiwen, Rheinland-Pfalz","(RP)",5.5,5.1,0.349740277777778,0,2.4
"Bayreuth","Bayern","Bayreuth, Bayern","(BY)",5,4.4,0.379329166666667,0,5.4
"Rheinsberg","Brandenburg","Rheinsberg, Brandenburg","(BB)",6.2,3.7,2.74980694444444,0,2.1
"Ingolstadt","Bayern","Ingolstadt, Bayern","(BY)",6.3,4.85,3.23771388888889,0,3.2
"Niendorf","Schleswig-Holstein","Niendorf, Schleswig-Holstein","(SH)",6.4,3,3.44281805555556,0,1.5
"Paderborn","Nordrhein-Westfalen","Paderborn, Nordrhein-Westfalen","(NW)",6.2,6.7,4.06167916666667,0,2.6
"Prien am Chiemsee","Bayern","Prien am Chiemsee, Bayern","(BY)",6,3.4,3.94108611111111,1,9.9
"Bad Kreuznach","Rheinland-Pfalz","Bad Kreuznach, Rheinland-Pfalz","(RP)",5.9,7.7,3.718075,0,3.4
"Jena","Thüringen","Jena, Thüringen","(TH)",6.3,6.1,2.56536527777778,0,2.2
"Zell (Mosel)","Rheinland-Pfalz","Zell (Mosel), Rheinland-Pfalz","(RP)",5.6,4.4,0.108930555555556,0,3.2
"Pirna","Sachsen","Pirna, Sachsen","(SN)",6.1,5.2,2.3265875,0,2.4
"Bochum","Nordrhein-Westfalen","Bochum, Nordrhein-Westfalen","(NW)",6,2.65,3.71168888888889,0,2.3
